CHR,featureChunkFile
10,exonlist_sorted.chr10.chunk031.gz
10,exonlist_sorted.chr10.chunk032.gz
10,exonlist_sorted.chr10.chunk033.gz
10,exonlist_sorted.chr10.chunk034.gz
10,exonlist_sorted.chr10.chunk035.gz
10,exonlist_sorted.chr10.chunk036.gz
10,exonlist_sorted.chr10.chunk037.gz
10,exonlist_sorted.chr10.chunk038.gz
10,exonlist_sorted.chr10.chunk039.gz
10,exonlist_sorted.chr10.chunk040.gz
10,exonlist_sorted.chr10.chunk041.gz
10,exonlist_sorted.chr10.chunk042.gz
11,exonlist_sorted.chr11.chunk000.gz
11,exonlist_sorted.chr11.chunk001.gz
11,exonlist_sorted.chr11.chunk002.gz
11,exonlist_sorted.chr11.chunk003.gz
11,exonlist_sorted.chr11.chunk004.gz
11,exonlist_sorted.chr11.chunk005.gz
11,exonlist_sorted.chr11.chunk006.gz
11,exonlist_sorted.chr11.chunk007.gz
11,exonlist_sorted.chr11.chunk008.gz
11,exonlist_sorted.chr11.chunk009.gz
11,exonlist_sorted.chr11.chunk010.gz
11,exonlist_sorted.chr11.chunk011.gz
11,exonlist_sorted.chr11.chunk012.gz
11,exonlist_sorted.chr11.chunk013.gz
11,exonlist_sorted.chr11.chunk014.gz
11,exonlist_sorted.chr11.chunk015.gz
11,exonlist_sorted.chr11.chunk016.gz
11,exonlist_sorted.chr11.chunk017.gz
11,exonlist_sorted.chr11.chunk018.gz
11,exonlist_sorted.chr11.chunk019.gz
11,exonlist_sorted.chr11.chunk020.gz
11,exonlist_sorted.chr11.chunk021.gz
11,exonlist_sorted.chr11.chunk022.gz
11,exonlist_sorted.chr11.chunk023.gz
11,exonlist_sorted.chr11.chunk024.gz
11,exonlist_sorted.chr11.chunk025.gz
11,exonlist_sorted.chr11.chunk026.gz
11,exonlist_sorted.chr11.chunk027.gz
11,exonlist_sorted.chr11.chunk028.gz
11,exonlist_sorted.chr11.chunk029.gz
11,exonlist_sorted.chr11.chunk030.gz
11,exonlist_sorted.chr11.chunk031.gz
11,exonlist_sorted.chr11.chunk032.gz
11,exonlist_sorted.chr11.chunk033.gz
11,exonlist_sorted.chr11.chunk034.gz
11,exonlist_sorted.chr11.chunk035.gz
11,exonlist_sorted.chr11.chunk036.gz
11,exonlist_sorted.chr11.chunk037.gz
11,exonlist_sorted.chr11.chunk038.gz
11,exonlist_sorted.chr11.chunk039.gz
11,exonlist_sorted.chr11.chunk040.gz
11,exonlist_sorted.chr11.chunk041.gz
11,exonlist_sorted.chr11.chunk042.gz
11,exonlist_sorted.chr11.chunk043.gz
11,exonlist_sorted.chr11.chunk044.gz
11,exonlist_sorted.chr11.chunk045.gz
11,exonlist_sorted.chr11.chunk046.gz
11,exonlist_sorted.chr11.chunk047.gz
11,exonlist_sorted.chr11.chunk048.gz
11,exonlist_sorted.chr11.chunk049.gz
11,exonlist_sorted.chr11.chunk050.gz
11,exonlist_sorted.chr11.chunk051.gz
11,exonlist_sorted.chr11.chunk052.gz
11,exonlist_sorted.chr11.chunk053.gz
11,exonlist_sorted.chr11.chunk054.gz
11,exonlist_sorted.chr11.chunk055.gz
11,exonlist_sorted.chr11.chunk056.gz
11,exonlist_sorted.chr11.chunk057.gz
11,exonlist_sorted.chr11.chunk058.gz
11,exonlist_sorted.chr11.chunk059.gz
11,exonlist_sorted.chr11.chunk060.gz
11,exonlist_sorted.chr11.chunk061.gz
11,exonlist_sorted.chr11.chunk062.gz
11,exonlist_sorted.chr11.chunk063.gz
11,exonlist_sorted.chr11.chunk064.gz
11,exonlist_sorted.chr11.chunk065.gz
11,exonlist_sorted.chr11.chunk066.gz
11,exonlist_sorted.chr11.chunk067.gz
11,exonlist_sorted.chr11.chunk068.gz
11,exonlist_sorted.chr11.chunk069.gz
11,exonlist_sorted.chr11.chunk070.gz
11,exonlist_sorted.chr11.chunk071.gz
12,exonlist_sorted.chr12.chunk000.gz
12,exonlist_sorted.chr12.chunk001.gz
12,exonlist_sorted.chr12.chunk002.gz
12,exonlist_sorted.chr12.chunk003.gz
12,exonlist_sorted.chr12.chunk004.gz
12,exonlist_sorted.chr12.chunk005.gz
12,exonlist_sorted.chr12.chunk006.gz
12,exonlist_sorted.chr12.chunk007.gz
12,exonlist_sorted.chr12.chunk008.gz
12,exonlist_sorted.chr12.chunk009.gz
12,exonlist_sorted.chr12.chunk010.gz
12,exonlist_sorted.chr12.chunk011.gz
12,exonlist_sorted.chr12.chunk012.gz
12,exonlist_sorted.chr12.chunk013.gz
12,exonlist_sorted.chr12.chunk014.gz
12,exonlist_sorted.chr12.chunk015.gz
12,exonlist_sorted.chr12.chunk016.gz
12,exonlist_sorted.chr12.chunk017.gz
12,exonlist_sorted.chr12.chunk018.gz
12,exonlist_sorted.chr12.chunk019.gz
12,exonlist_sorted.chr12.chunk020.gz
12,exonlist_sorted.chr12.chunk021.gz
12,exonlist_sorted.chr12.chunk022.gz
12,exonlist_sorted.chr12.chunk023.gz
12,exonlist_sorted.chr12.chunk024.gz
12,exonlist_sorted.chr12.chunk025.gz
12,exonlist_sorted.chr12.chunk026.gz
12,exonlist_sorted.chr12.chunk027.gz
12,exonlist_sorted.chr12.chunk028.gz
12,exonlist_sorted.chr12.chunk029.gz
12,exonlist_sorted.chr12.chunk030.gz
12,exonlist_sorted.chr12.chunk031.gz
12,exonlist_sorted.chr12.chunk032.gz
12,exonlist_sorted.chr12.chunk033.gz
12,exonlist_sorted.chr12.chunk034.gz
12,exonlist_sorted.chr12.chunk035.gz
12,exonlist_sorted.chr12.chunk036.gz
12,exonlist_sorted.chr12.chunk037.gz
12,exonlist_sorted.chr12.chunk038.gz
12,exonlist_sorted.chr12.chunk039.gz
12,exonlist_sorted.chr12.chunk040.gz
12,exonlist_sorted.chr12.chunk041.gz
12,exonlist_sorted.chr12.chunk042.gz
12,exonlist_sorted.chr12.chunk043.gz
12,exonlist_sorted.chr12.chunk044.gz
12,exonlist_sorted.chr12.chunk045.gz
12,exonlist_sorted.chr12.chunk046.gz
12,exonlist_sorted.chr12.chunk047.gz
12,exonlist_sorted.chr12.chunk048.gz
12,exonlist_sorted.chr12.chunk049.gz
12,exonlist_sorted.chr12.chunk050.gz
12,exonlist_sorted.chr12.chunk051.gz
12,exonlist_sorted.chr12.chunk052.gz
12,exonlist_sorted.chr12.chunk053.gz
12,exonlist_sorted.chr12.chunk054.gz
12,exonlist_sorted.chr12.chunk055.gz
12,exonlist_sorted.chr12.chunk056.gz
12,exonlist_sorted.chr12.chunk057.gz
12,exonlist_sorted.chr12.chunk058.gz
12,exonlist_sorted.chr12.chunk059.gz
12,exonlist_sorted.chr12.chunk060.gz
12,exonlist_sorted.chr12.chunk061.gz
12,exonlist_sorted.chr12.chunk062.gz
12,exonlist_sorted.chr12.chunk063.gz
12,exonlist_sorted.chr12.chunk064.gz
12,exonlist_sorted.chr12.chunk065.gz
12,exonlist_sorted.chr12.chunk066.gz
12,exonlist_sorted.chr12.chunk067.gz
12,exonlist_sorted.chr12.chunk068.gz
12,exonlist_sorted.chr12.chunk069.gz
12,exonlist_sorted.chr12.chunk070.gz
12,exonlist_sorted.chr12.chunk071.gz
13,exonlist_sorted.chr13.chunk000.gz
13,exonlist_sorted.chr13.chunk001.gz
13,exonlist_sorted.chr13.chunk002.gz
13,exonlist_sorted.chr13.chunk003.gz
13,exonlist_sorted.chr13.chunk004.gz
13,exonlist_sorted.chr13.chunk005.gz
13,exonlist_sorted.chr13.chunk006.gz
13,exonlist_sorted.chr13.chunk007.gz
13,exonlist_sorted.chr13.chunk008.gz
13,exonlist_sorted.chr13.chunk009.gz
13,exonlist_sorted.chr13.chunk010.gz
13,exonlist_sorted.chr13.chunk011.gz
13,exonlist_sorted.chr13.chunk012.gz
13,exonlist_sorted.chr13.chunk013.gz
13,exonlist_sorted.chr13.chunk014.gz
13,exonlist_sorted.chr13.chunk015.gz
13,exonlist_sorted.chr13.chunk016.gz
13,exonlist_sorted.chr13.chunk017.gz
14,exonlist_sorted.chr14.chunk000.gz
14,exonlist_sorted.chr14.chunk001.gz
14,exonlist_sorted.chr14.chunk002.gz
14,exonlist_sorted.chr14.chunk003.gz
14,exonlist_sorted.chr14.chunk004.gz
14,exonlist_sorted.chr14.chunk005.gz
14,exonlist_sorted.chr14.chunk006.gz
14,exonlist_sorted.chr14.chunk007.gz
14,exonlist_sorted.chr14.chunk008.gz
14,exonlist_sorted.chr14.chunk009.gz
14,exonlist_sorted.chr14.chunk010.gz
14,exonlist_sorted.chr14.chunk011.gz
14,exonlist_sorted.chr14.chunk012.gz
14,exonlist_sorted.chr14.chunk013.gz
14,exonlist_sorted.chr14.chunk014.gz
14,exonlist_sorted.chr14.chunk015.gz
14,exonlist_sorted.chr14.chunk016.gz
14,exonlist_sorted.chr14.chunk017.gz
14,exonlist_sorted.chr14.chunk018.gz
14,exonlist_sorted.chr14.chunk019.gz
14,exonlist_sorted.chr14.chunk020.gz
14,exonlist_sorted.chr14.chunk021.gz
14,exonlist_sorted.chr14.chunk022.gz
14,exonlist_sorted.chr14.chunk023.gz
14,exonlist_sorted.chr14.chunk024.gz
14,exonlist_sorted.chr14.chunk025.gz
14,exonlist_sorted.chr14.chunk026.gz
14,exonlist_sorted.chr14.chunk027.gz
14,exonlist_sorted.chr14.chunk028.gz
14,exonlist_sorted.chr14.chunk029.gz
14,exonlist_sorted.chr14.chunk030.gz
14,exonlist_sorted.chr14.chunk031.gz
14,exonlist_sorted.chr14.chunk032.gz
14,exonlist_sorted.chr14.chunk033.gz
14,exonlist_sorted.chr14.chunk034.gz
14,exonlist_sorted.chr14.chunk035.gz
14,exonlist_sorted.chr14.chunk036.gz
14,exonlist_sorted.chr14.chunk037.gz
14,exonlist_sorted.chr14.chunk038.gz
14,exonlist_sorted.chr14.chunk039.gz
14,exonlist_sorted.chr14.chunk040.gz
14,exonlist_sorted.chr14.chunk041.gz
14,exonlist_sorted.chr14.chunk042.gz
15,exonlist_sorted.chr15.chunk000.gz
15,exonlist_sorted.chr15.chunk001.gz
15,exonlist_sorted.chr15.chunk002.gz
15,exonlist_sorted.chr15.chunk003.gz
15,exonlist_sorted.chr15.chunk004.gz
15,exonlist_sorted.chr15.chunk005.gz
15,exonlist_sorted.chr15.chunk006.gz
15,exonlist_sorted.chr15.chunk007.gz
15,exonlist_sorted.chr15.chunk008.gz
15,exonlist_sorted.chr15.chunk009.gz
15,exonlist_sorted.chr15.chunk010.gz
15,exonlist_sorted.chr15.chunk011.gz
15,exonlist_sorted.chr15.chunk012.gz
15,exonlist_sorted.chr15.chunk013.gz
15,exonlist_sorted.chr15.chunk014.gz
15,exonlist_sorted.chr15.chunk015.gz
15,exonlist_sorted.chr15.chunk016.gz
15,exonlist_sorted.chr15.chunk017.gz
15,exonlist_sorted.chr15.chunk018.gz
15,exonlist_sorted.chr15.chunk019.gz
15,exonlist_sorted.chr15.chunk020.gz
15,exonlist_sorted.chr15.chunk021.gz
15,exonlist_sorted.chr15.chunk022.gz
15,exonlist_sorted.chr15.chunk023.gz
15,exonlist_sorted.chr15.chunk024.gz
15,exonlist_sorted.chr15.chunk025.gz
15,exonlist_sorted.chr15.chunk026.gz
15,exonlist_sorted.chr15.chunk027.gz
15,exonlist_sorted.chr15.chunk028.gz
15,exonlist_sorted.chr15.chunk029.gz
15,exonlist_sorted.chr15.chunk030.gz
15,exonlist_sorted.chr15.chunk031.gz
15,exonlist_sorted.chr15.chunk032.gz
15,exonlist_sorted.chr15.chunk033.gz
15,exonlist_sorted.chr15.chunk034.gz
15,exonlist_sorted.chr15.chunk035.gz
15,exonlist_sorted.chr15.chunk036.gz
15,exonlist_sorted.chr15.chunk037.gz
15,exonlist_sorted.chr15.chunk038.gz
15,exonlist_sorted.chr15.chunk039.gz
15,exonlist_sorted.chr15.chunk040.gz
15,exonlist_sorted.chr15.chunk041.gz
15,exonlist_sorted.chr15.chunk042.gz
15,exonlist_sorted.chr15.chunk043.gz
15,exonlist_sorted.chr15.chunk044.gz
15,exonlist_sorted.chr15.chunk045.gz
16,exonlist_sorted.chr16.chunk000.gz
16,exonlist_sorted.chr16.chunk001.gz
16,exonlist_sorted.chr16.chunk002.gz
16,exonlist_sorted.chr16.chunk003.gz
16,exonlist_sorted.chr16.chunk004.gz
16,exonlist_sorted.chr16.chunk005.gz
16,exonlist_sorted.chr16.chunk006.gz
16,exonlist_sorted.chr16.chunk007.gz
16,exonlist_sorted.chr16.chunk008.gz
16,exonlist_sorted.chr16.chunk009.gz
16,exonlist_sorted.chr16.chunk010.gz
16,exonlist_sorted.chr16.chunk011.gz
16,exonlist_sorted.chr16.chunk012.gz
16,exonlist_sorted.chr16.chunk013.gz
16,exonlist_sorted.chr16.chunk014.gz
16,exonlist_sorted.chr16.chunk015.gz
16,exonlist_sorted.chr16.chunk016.gz
16,exonlist_sorted.chr16.chunk017.gz
16,exonlist_sorted.chr16.chunk018.gz
16,exonlist_sorted.chr16.chunk019.gz
16,exonlist_sorted.chr16.chunk020.gz
16,exonlist_sorted.chr16.chunk021.gz
16,exonlist_sorted.chr16.chunk022.gz
16,exonlist_sorted.chr16.chunk023.gz
16,exonlist_sorted.chr16.chunk024.gz
16,exonlist_sorted.chr16.chunk025.gz
16,exonlist_sorted.chr16.chunk026.gz
16,exonlist_sorted.chr16.chunk027.gz
16,exonlist_sorted.chr16.chunk028.gz
16,exonlist_sorted.chr16.chunk029.gz
16,exonlist_sorted.chr16.chunk030.gz
16,exonlist_sorted.chr16.chunk031.gz
16,exonlist_sorted.chr16.chunk032.gz
16,exonlist_sorted.chr16.chunk033.gz
16,exonlist_sorted.chr16.chunk034.gz
16,exonlist_sorted.chr16.chunk035.gz
16,exonlist_sorted.chr16.chunk036.gz
16,exonlist_sorted.chr16.chunk037.gz
16,exonlist_sorted.chr16.chunk038.gz
16,exonlist_sorted.chr16.chunk039.gz
16,exonlist_sorted.chr16.chunk040.gz
16,exonlist_sorted.chr16.chunk041.gz
16,exonlist_sorted.chr16.chunk042.gz
16,exonlist_sorted.chr16.chunk043.gz
16,exonlist_sorted.chr16.chunk044.gz
16,exonlist_sorted.chr16.chunk045.gz
16,exonlist_sorted.chr16.chunk046.gz
16,exonlist_sorted.chr16.chunk047.gz
16,exonlist_sorted.chr16.chunk048.gz
16,exonlist_sorted.chr16.chunk049.gz
16,exonlist_sorted.chr16.chunk050.gz
16,exonlist_sorted.chr16.chunk051.gz
16,exonlist_sorted.chr16.chunk052.gz
16,exonlist_sorted.chr16.chunk053.gz
16,exonlist_sorted.chr16.chunk054.gz
16,exonlist_sorted.chr16.chunk055.gz
16,exonlist_sorted.chr16.chunk056.gz
16,exonlist_sorted.chr16.chunk057.gz
17,exonlist_sorted.chr17.chunk000.gz
17,exonlist_sorted.chr17.chunk001.gz
17,exonlist_sorted.chr17.chunk002.gz
17,exonlist_sorted.chr17.chunk003.gz
17,exonlist_sorted.chr17.chunk004.gz
17,exonlist_sorted.chr17.chunk005.gz
17,exonlist_sorted.chr17.chunk006.gz
17,exonlist_sorted.chr17.chunk007.gz
17,exonlist_sorted.chr17.chunk008.gz
17,exonlist_sorted.chr17.chunk009.gz
17,exonlist_sorted.chr17.chunk010.gz
17,exonlist_sorted.chr17.chunk011.gz
17,exonlist_sorted.chr17.chunk012.gz
17,exonlist_sorted.chr17.chunk013.gz
17,exonlist_sorted.chr17.chunk014.gz
17,exonlist_sorted.chr17.chunk015.gz
17,exonlist_sorted.chr17.chunk016.gz
17,exonlist_sorted.chr17.chunk017.gz
17,exonlist_sorted.chr17.chunk018.gz
17,exonlist_sorted.chr17.chunk019.gz
17,exonlist_sorted.chr17.chunk020.gz
17,exonlist_sorted.chr17.chunk021.gz
17,exonlist_sorted.chr17.chunk022.gz
17,exonlist_sorted.chr17.chunk023.gz
17,exonlist_sorted.chr17.chunk024.gz
17,exonlist_sorted.chr17.chunk025.gz
17,exonlist_sorted.chr17.chunk026.gz
17,exonlist_sorted.chr17.chunk027.gz
17,exonlist_sorted.chr17.chunk028.gz
17,exonlist_sorted.chr17.chunk029.gz
17,exonlist_sorted.chr17.chunk030.gz
17,exonlist_sorted.chr17.chunk031.gz
17,exonlist_sorted.chr17.chunk032.gz
17,exonlist_sorted.chr17.chunk033.gz
17,exonlist_sorted.chr17.chunk034.gz
17,exonlist_sorted.chr17.chunk035.gz
17,exonlist_sorted.chr17.chunk036.gz
17,exonlist_sorted.chr17.chunk037.gz
17,exonlist_sorted.chr17.chunk038.gz
17,exonlist_sorted.chr17.chunk039.gz
17,exonlist_sorted.chr17.chunk040.gz
17,exonlist_sorted.chr17.chunk041.gz
17,exonlist_sorted.chr17.chunk042.gz
17,exonlist_sorted.chr17.chunk043.gz
17,exonlist_sorted.chr17.chunk044.gz
17,exonlist_sorted.chr17.chunk045.gz
17,exonlist_sorted.chr17.chunk046.gz
17,exonlist_sorted.chr17.chunk047.gz
17,exonlist_sorted.chr17.chunk048.gz
17,exonlist_sorted.chr17.chunk049.gz
17,exonlist_sorted.chr17.chunk050.gz
17,exonlist_sorted.chr17.chunk051.gz
17,exonlist_sorted.chr17.chunk052.gz
17,exonlist_sorted.chr17.chunk053.gz
17,exonlist_sorted.chr17.chunk054.gz
17,exonlist_sorted.chr17.chunk055.gz
17,exonlist_sorted.chr17.chunk056.gz
17,exonlist_sorted.chr17.chunk057.gz
17,exonlist_sorted.chr17.chunk058.gz
17,exonlist_sorted.chr17.chunk059.gz
17,exonlist_sorted.chr17.chunk060.gz
17,exonlist_sorted.chr17.chunk061.gz
17,exonlist_sorted.chr17.chunk062.gz
17,exonlist_sorted.chr17.chunk063.gz
17,exonlist_sorted.chr17.chunk064.gz
17,exonlist_sorted.chr17.chunk065.gz
17,exonlist_sorted.chr17.chunk066.gz
17,exonlist_sorted.chr17.chunk067.gz
17,exonlist_sorted.chr17.chunk068.gz
17,exonlist_sorted.chr17.chunk069.gz
17,exonlist_sorted.chr17.chunk070.gz
17,exonlist_sorted.chr17.chunk071.gz
17,exonlist_sorted.chr17.chunk072.gz
17,exonlist_sorted.chr17.chunk073.gz
17,exonlist_sorted.chr17.chunk074.gz
17,exonlist_sorted.chr17.chunk075.gz
17,exonlist_sorted.chr17.chunk076.gz
18,exonlist_sorted.chr18.chunk000.gz
18,exonlist_sorted.chr18.chunk001.gz
18,exonlist_sorted.chr18.chunk002.gz
18,exonlist_sorted.chr18.chunk003.gz
18,exonlist_sorted.chr18.chunk004.gz
18,exonlist_sorted.chr18.chunk005.gz
18,exonlist_sorted.chr18.chunk006.gz
18,exonlist_sorted.chr18.chunk007.gz
18,exonlist_sorted.chr18.chunk008.gz
18,exonlist_sorted.chr18.chunk009.gz
18,exonlist_sorted.chr18.chunk010.gz
18,exonlist_sorted.chr18.chunk011.gz
18,exonlist_sorted.chr18.chunk012.gz
18,exonlist_sorted.chr18.chunk013.gz
18,exonlist_sorted.chr18.chunk014.gz
18,exonlist_sorted.chr18.chunk015.gz
18,exonlist_sorted.chr18.chunk016.gz
18,exonlist_sorted.chr18.chunk017.gz
18,exonlist_sorted.chr18.chunk018.gz
18,exonlist_sorted.chr18.chunk019.gz
18,exonlist_sorted.chr18.chunk020.gz
19,exonlist_sorted.chr19.chunk000.gz
19,exonlist_sorted.chr19.chunk001.gz
19,exonlist_sorted.chr19.chunk002.gz
19,exonlist_sorted.chr19.chunk003.gz
19,exonlist_sorted.chr19.chunk004.gz
19,exonlist_sorted.chr19.chunk005.gz
19,exonlist_sorted.chr19.chunk006.gz
19,exonlist_sorted.chr19.chunk007.gz
19,exonlist_sorted.chr19.chunk008.gz
19,exonlist_sorted.chr19.chunk009.gz
19,exonlist_sorted.chr19.chunk010.gz
19,exonlist_sorted.chr19.chunk011.gz
19,exonlist_sorted.chr19.chunk012.gz
19,exonlist_sorted.chr19.chunk013.gz
19,exonlist_sorted.chr19.chunk014.gz
19,exonlist_sorted.chr19.chunk015.gz
19,exonlist_sorted.chr19.chunk016.gz
19,exonlist_sorted.chr19.chunk017.gz
19,exonlist_sorted.chr19.chunk018.gz
19,exonlist_sorted.chr19.chunk019.gz
19,exonlist_sorted.chr19.chunk020.gz
19,exonlist_sorted.chr19.chunk021.gz
19,exonlist_sorted.chr19.chunk022.gz
19,exonlist_sorted.chr19.chunk023.gz
19,exonlist_sorted.chr19.chunk024.gz
19,exonlist_sorted.chr19.chunk025.gz
19,exonlist_sorted.chr19.chunk026.gz
19,exonlist_sorted.chr19.chunk027.gz
19,exonlist_sorted.chr19.chunk028.gz
19,exonlist_sorted.chr19.chunk029.gz
19,exonlist_sorted.chr19.chunk030.gz
19,exonlist_sorted.chr19.chunk031.gz
19,exonlist_sorted.chr19.chunk032.gz
19,exonlist_sorted.chr19.chunk033.gz
19,exonlist_sorted.chr19.chunk034.gz
19,exonlist_sorted.chr19.chunk035.gz
19,exonlist_sorted.chr19.chunk036.gz
19,exonlist_sorted.chr19.chunk037.gz
19,exonlist_sorted.chr19.chunk038.gz
19,exonlist_sorted.chr19.chunk039.gz
19,exonlist_sorted.chr19.chunk040.gz
19,exonlist_sorted.chr19.chunk041.gz
19,exonlist_sorted.chr19.chunk042.gz
19,exonlist_sorted.chr19.chunk043.gz
19,exonlist_sorted.chr19.chunk044.gz
19,exonlist_sorted.chr19.chunk045.gz
19,exonlist_sorted.chr19.chunk046.gz
19,exonlist_sorted.chr19.chunk047.gz
19,exonlist_sorted.chr19.chunk048.gz
19,exonlist_sorted.chr19.chunk049.gz
19,exonlist_sorted.chr19.chunk050.gz
19,exonlist_sorted.chr19.chunk051.gz
19,exonlist_sorted.chr19.chunk052.gz
19,exonlist_sorted.chr19.chunk053.gz
19,exonlist_sorted.chr19.chunk054.gz
19,exonlist_sorted.chr19.chunk055.gz
19,exonlist_sorted.chr19.chunk056.gz
19,exonlist_sorted.chr19.chunk057.gz
19,exonlist_sorted.chr19.chunk058.gz
19,exonlist_sorted.chr19.chunk059.gz
19,exonlist_sorted.chr19.chunk060.gz
19,exonlist_sorted.chr19.chunk061.gz
19,exonlist_sorted.chr19.chunk062.gz
19,exonlist_sorted.chr19.chunk063.gz
19,exonlist_sorted.chr19.chunk064.gz
19,exonlist_sorted.chr19.chunk065.gz
19,exonlist_sorted.chr19.chunk066.gz
19,exonlist_sorted.chr19.chunk067.gz
19,exonlist_sorted.chr19.chunk068.gz
19,exonlist_sorted.chr19.chunk069.gz
19,exonlist_sorted.chr19.chunk070.gz
19,exonlist_sorted.chr19.chunk071.gz
19,exonlist_sorted.chr19.chunk072.gz
20,exonlist_sorted.chr20.chunk000.gz
20,exonlist_sorted.chr20.chunk001.gz
20,exonlist_sorted.chr20.chunk002.gz
20,exonlist_sorted.chr20.chunk003.gz
20,exonlist_sorted.chr20.chunk004.gz
20,exonlist_sorted.chr20.chunk005.gz
20,exonlist_sorted.chr20.chunk006.gz
20,exonlist_sorted.chr20.chunk007.gz
20,exonlist_sorted.chr20.chunk008.gz
20,exonlist_sorted.chr20.chunk009.gz
20,exonlist_sorted.chr20.chunk010.gz
20,exonlist_sorted.chr20.chunk011.gz
20,exonlist_sorted.chr20.chunk012.gz
20,exonlist_sorted.chr20.chunk013.gz
20,exonlist_sorted.chr20.chunk014.gz
20,exonlist_sorted.chr20.chunk015.gz
20,exonlist_sorted.chr20.chunk016.gz
20,exonlist_sorted.chr20.chunk017.gz
20,exonlist_sorted.chr20.chunk018.gz
20,exonlist_sorted.chr20.chunk019.gz
20,exonlist_sorted.chr20.chunk020.gz
20,exonlist_sorted.chr20.chunk021.gz
20,exonlist_sorted.chr20.chunk022.gz
20,exonlist_sorted.chr20.chunk023.gz
20,exonlist_sorted.chr20.chunk024.gz
20,exonlist_sorted.chr20.chunk025.gz
21,exonlist_sorted.chr21.chunk000.gz
21,exonlist_sorted.chr21.chunk001.gz
21,exonlist_sorted.chr21.chunk002.gz
21,exonlist_sorted.chr21.chunk003.gz
21,exonlist_sorted.chr21.chunk004.gz
21,exonlist_sorted.chr21.chunk005.gz
21,exonlist_sorted.chr21.chunk006.gz
21,exonlist_sorted.chr21.chunk007.gz
21,exonlist_sorted.chr21.chunk008.gz
21,exonlist_sorted.chr21.chunk009.gz
21,exonlist_sorted.chr21.chunk010.gz
21,exonlist_sorted.chr21.chunk011.gz
21,exonlist_sorted.chr21.chunk012.gz
21,exonlist_sorted.chr21.chunk013.gz
22,exonlist_sorted.chr22.chunk000.gz
22,exonlist_sorted.chr22.chunk001.gz
22,exonlist_sorted.chr22.chunk002.gz
22,exonlist_sorted.chr22.chunk003.gz
22,exonlist_sorted.chr22.chunk004.gz
22,exonlist_sorted.chr22.chunk005.gz
22,exonlist_sorted.chr22.chunk006.gz
22,exonlist_sorted.chr22.chunk007.gz
22,exonlist_sorted.chr22.chunk008.gz
22,exonlist_sorted.chr22.chunk009.gz
22,exonlist_sorted.chr22.chunk010.gz
22,exonlist_sorted.chr22.chunk011.gz
22,exonlist_sorted.chr22.chunk012.gz
22,exonlist_sorted.chr22.chunk013.gz
22,exonlist_sorted.chr22.chunk014.gz
22,exonlist_sorted.chr22.chunk015.gz
22,exonlist_sorted.chr22.chunk016.gz
22,exonlist_sorted.chr22.chunk017.gz
22,exonlist_sorted.chr22.chunk018.gz
22,exonlist_sorted.chr22.chunk019.gz
22,exonlist_sorted.chr22.chunk020.gz
22,exonlist_sorted.chr22.chunk021.gz
22,exonlist_sorted.chr22.chunk022.gz
22,exonlist_sorted.chr22.chunk023.gz
22,exonlist_sorted.chr22.chunk024.gz
22,exonlist_sorted.chr22.chunk025.gz
22,exonlist_sorted.chr22.chunk026.gz
22,exonlist_sorted.chr22.chunk027.gz
