CHR,chromosomeChunk
3,3:51741086-52090566
3,3:51967446-52188706
3,3:51976361-52248343
3,3:51991470-52275113
3,3:52002526-52284613
3,3:52027616-52333083
3,3:52082935-52434507
3,3:52109269-52444366
3,3:52232102-52457657
3,3:52255096-52479101
3,3:52279841-52488086
3,3:52288437-52527087
3,3:52350335-52742182
3,3:52435029-52804965
3,3:52444673-52826078
3,3:52467069-52843025
3,3:52485118-52931612
3,3:52489134-53164478
3,3:52529354-53226733
3,3:52744800-53290068
3,3:52811603-53880417
3,3:52828784-53899827
3,3:52846991-53916229
3,3:52937588-53926015
3,3:53190025-55108584
3,3:53258723-56717265
3,3:53528683-57113357
3,3:53880607-57326710
3,3:53901093-57552571
3,3:53918437-57586654
3,3:54156574-57678816
3,3:56591189-57914895
3,3:56761446-58157982
3,3:57261765-58200424
3,3:57542003-58281420
3,3:57557090-58310422
3,3:57611184-58411748
3,3:57741177-58419584
3,3:57994127-58488087
3,3:58177984-58523046
3,3:58223233-58652575
3,3:58291974-59035810
3,3:58318607-61237133
3,3:58413357-62355005
3,3:58477841-62861054
3,3:58490863-63813121
3,3:58619673-63849579
3,3:58703092-63989138
3,3:59735036-64009658
3,3:61547243-64431152
3,3:62384022-66551687
3,3:63727969-67061634
3,3:63819546-67705038
3,3:63850233-67998137
3,3:63989698-68594776
3,3:64079543-68686175
3,3:66119285-69129559
3,3:67048727-69155217
3,3:67410884-69591734
3,3:67705121-70017488
3,3:68053359-71633140
3,3:68684856-71636560
3,3:69024365-71805647
3,3:69134095-71834357
3,3:69219141-72291716
3,3:69788586-72496069
3,3:71003844-72911065
3,3:71634094-72978744
3,3:71724567-73118350
3,3:71820807-75484261
3,3:72084451-75506637
3,3:72420976-75834734
3,3:72798428-76484579
3,3:72978195-79816965
3,3:73045936-81811312
3,3:75470703-87304698
3,3:75484499-88217879
3,3:75758794-93692910
3,3:76483169-93847389
3,3:78646390-96337000
3,3:81538850-97519953
3,3:87276421-97691301
3,3:88101094-98312567
3,3:93591881-98620533
3,3:93698983-99897447
3,3:96335981-99900574
3,3:97483365-100044095
3,3:97595819-100075710
3,3:98216756-100175163
3,3:98451080-100296288
3,3:99536678-100467810
3,3:99898411-100712359
3,3:99979844-101039404
3,3:100053545-101232085
3,3:100082275-101285290
3,3:100211463-101313281
3,3:100428205-101398061
3,3:100468000-101405626
3,3:100941390-101432035
3,3:101043049-101489406
3,3:101280706-101579866
3,3:101292939-101716770
3,3:101367733-105295744
3,3:101399935-105588396
3,3:101431316-107045811
3,3:101442769-107530171
3,3:101498046-107809872
3,3:101679202-107857457
3,3:105085753-107941417
3,3:105374305-108097132
3,3:106959539-108308491
3,3:107241783-108413693
3,3:107762145-108573852
3,3:107844668-109056419
3,3:107879659-110994410
3,3:108015376-111384597
3,3:108268716-111695364
3,3:108308529-111712210
3,3:108541545-111852152
3,3:109044988-112081659
3,3:110788918-112218408
3,3:111011566-112304424
3,3:111393523-112468166
3,3:111697857-112693969
3,3:111805182-112902148
3,3:112021325-113160457
3,3:112182815-113234034
3,3:112251356-113348425
3,3:112455294-113415493
3,3:112640056-113465147
3,3:112709765-113530903
3,3:113005777-113666021
3,3:113161565-113807269
3,3:113251143-113956425
3,3:113367232-114029135
3,3:113435307-114035026
3,3:113465866-114866118
3,3:113547029-117716095
3,3:113666748-118959950
3,3:113933160-119139561
3,3:113995760-119187677
3,3:114033348-119213555
3,3:114056941-119243937
3,3:115521235-119308792
3,3:118930579-119396301
3,3:119013220-119537332
3,3:119148347-119813264
3,3:119187785-119855630
3,3:119217379-120068186
3,3:119298115-120170100
3,3:119355304-120321347
3,3:119499331-120401418
3,3:119540170-120501916
3,3:119813742-121264853
3,3:120043356-121349139
3,3:120111140-121379774
3,3:120315156-121468602
3,3:120347020-121553926
3,3:120405528-121605373
3,3:121150278-121662949
3,3:121311966-121741051
3,3:121350246-121839983
3,3:121382046-122060819
3,3:121488610-122102078
3,3:121554030-122134882
3,3:121612936-122233792
3,3:121706170-122294050
3,3:121774213-122357894
3,3:122044091-122449687
3,3:122078438-122512671
3,3:122103023-122599986
3,3:122135054-122611243
3,3:122246771-122992977
3,3:122296449-123168605
3,3:122399465-123304032
3,3:122458846-123603178
3,3:122513642-123680564
3,3:122605788-124445172
3,3:122785909-124464040
3,3:123001143-124620265
3,3:123209667-124774802
3,3:123304389-125094198
3,3:123616152-125239041
3,3:123798870-125313934
3,3:124449213-125607918
3,3:124480795-125648867
3,3:124684554-125820404
3,3:124801480-126076285
3,3:125165495-126155399
3,3:125247702-126194762
3,3:125546081-126262134
3,3:125635463-126373998
3,3:125725198-126679249
3,3:126061478-126756235
3,3:126113782-127341276
3,3:126156444-127391652
3,3:126243126-127399768
3,3:126290622-127542051
3,3:126423063-128127485
3,3:126707437-128212028
3,3:127291912-128399918
3,3:127348024-128533639
3,3:127391778-128579369
3,3:127407909-128590383
3,3:127770484-128759585
3,3:128198270-128781249
3,3:128338817-128880136
3,3:128444965-128882783
3,3:128578559-128902765
3,3:128580156-128996614
3,3:128598439-129025029
3,3:128779610-129045068
3,3:128806412-129118498
3,3:128882449-129147494
3,3:128888327-129158878
3,3:128968449-129239198
3,3:128997671-129325661
3,3:129033615-129612419
3,3:129100141-129637418
3,3:129120164-129830315
3,3:129149787-129839422
3,3:129158968-130465673
3,3:129274018-131100319
3,3:129366635-131107674
3,3:129612714-131177442
3,3:129817935-131221827
3,3:129831393-132087142
3,3:130397779-132257876
3,3:130569439-132441303
3,3:131100515-133116636
3,3:131173970-133194066
3,3:131181056-133309105
3,3:132036211-133380737
3,3:132136370-133497850
3,3:132276982-133614680
3,3:132757235-133969689
3,3:133118839-134293859
3,3:133292574-134979309
3,3:133317019-135866733
3,3:133464800-135916083
3,3:133502877-136471220
3,3:133784147-136580896
3,3:134196548-136729927
3,3:134316643-137752494
3,3:135684515-137834660
3,3:135867764-137893791
3,3:135969148-138048728
3,3:136537489-138124375
3,3:136581050-138313380
3,3:137717577-138352218
3,3:137780832-138553780
3,3:137879854-139108574
3,3:137906109-139396859
3,3:138066539-140698775
3,3:138213186-141013748
3,3:138327448-141168634
3,3:138372860-141334184
3,3:138724648-141466402
3,3:139108657-141537332
3,3:140660672-141645356
3,3:140947568-141868386
3,3:141043055-141944449
3,3:141205889-142166904
3,3:141457046-142297668
3,3:141496990-142432506
3,3:141594966-142526730
3,3:141663277-142779567
3,3:141882414-142841800
3,3:142025449-142850735
3,3:142168077-143567373
3,3:142315229-143767561
3,3:142442916-146262651
3,3:142681796-148677899
3,3:142838173-148705455
3,3:142842204-148745419
3,3:142984064-148804341
3,3:143690640-148891519
3,3:146232967-149454501
3,3:148568720-149470286
3,3:148703655-149768575
3,3:148709128-150184218
3,3:148747914-150348222
3,3:148847371-150437933
3,3:149235022-150481264
3,3:149456257-150798513
3,3:149478892-151154860
3,3:150126122-151602405
3,3:150259781-151869513
3,3:150421351-152183569
3,3:150458914-152555841
3,3:150570271-152886265
3,3:150803484-154042286
3,3:151591431-154901497
3,3:151835962-155524140
3,3:151961617-155572218
3,3:152552736-155661815
3,3:152880029-156256545
3,3:153990335-156272973
3,3:154741913-156424559
3,3:155480401-156534851
3,3:155538813-156840793
3,3:155588325-156878549
3,3:155755490-156881721
3,3:156257929-157251408
3,3:156389651-158263519
3,3:156465135-158325041
3,3:156799456-158410364
3,3:156864297-158547508
3,3:156880452-159615149
3,3:156977531-159943086
3,3:157823644-160203561
3,3:158288952-160287036
3,3:158362067-160796695
3,3:158449987-160971320
3,3:159557650-161090668
3,3:159631189-161147398
3,3:159974774-163079351
3,3:160212783-167371771
3,3:160473390-167452727
3,3:160801671-167543356
3,3:161062580-167813763
3,3:161146915-169201868
3,3:162744184-169507504
3,3:167196472-169530774
3,3:167401086-169716161
3,3:167453031-169803191
3,3:167726465-169899537
3,3:169201459-170023769
3,3:169490619-170114623
3,3:169511216-170578169
3,3:169657141-170588272
3,3:169755717-170626482
3,3:169804520-171178197
3,3:169940153-171528740
3,3:170075466-172119455
3,3:170136653-172241297
3,3:170582664-172429008
3,3:170606204-172539264
3,3:170779128-176915261
3,3:171318195-178790067
3,3:171757418-178984790
3,3:172223298-179053323
3,3:172348039-179059675
3,3:172468472-179112719
3,3:176737143-179116979
3,3:178735011-179169378
3,3:178865902-179322442
3,3:179040779-179345435
3,3:179058110-179507189
3,3:179065480-180700541
3,3:179114749-181554668
3,3:179116990-182639726
3,3:179280668-182703741
3,3:179322478-182833863
3,3:179370543-182881627
3,3:180319918-183146566
3,3:180701497-183173801
3,3:182511288-183273477
3,3:182655862-183402265
3,3:182733006-183530413
3,3:182840001-183543382
3,3:182895831-183602721
3,3:183165396-183735803
3,3:183205319-184402546
3,3:183353356-184429836
3,3:183415606-184770402
3,3:183533664-184999778
3,3:183547173-185216845
3,3:183637722-185351339
3,3:183852826-185542844
3,3:184428156-185655924
3,3:184529931-186080026
3,3:184908412-186315061
3,3:185000729-186478330
3,3:185300284-186524847
3,3:185361527-186796341
3,3:185633694-186898696
3,3:185764097-187089864
3,3:186256230-187463515
3,3:186435038-188608460
3,3:186500994-189043093
3,3:186648274-189615068
3,3:186838736-189862635
3,3:187086120-190129932
3,3:187439165-190375843
3,3:187868994-190952394
3,3:188665003-191116459
3,3:189349205-192635950
3,3:189674517-192995527
3,3:190040330-193310900
3,3:190231840-193415612
3,3:190931080-193856521
3,3:190984957-194119995
3,3:192514604-194239008
3,3:192958914-194354418
3,3:193119866-194393206
3,3:193310933-194409762
3,3:193853934-194991896
3,3:194115550-195163807
3,3:194123401-195270209
3,3:194304740-195277400
3,3:194361517-195347104
3,3:194406622-195467994
3,3:194789008-195638816
3,3:194995465-195640857
3,3:195241221-195679566
3,3:195270871-195717189
3,3:195341818-195809060
3,3:195384933-195938308
3,3:195590235-196014828
3,3:195638920-196045170
3,3:195676059-196065374
3,3:195686619-196159345
3,3:195754054-196230639
3,3:195924320-196315930
3,3:195938358-196462878
3,3:196018090-196559518
3,3:196045201-196661585
3,3:196074533-196669468
3,3:196195654-196670411
3,3:196281056-196695931
3,3:196366557-196756687
3,3:196466728-197026171
3,3:196594727-197233857
3,3:196662273-197300194
3,3:196669494-197354777
3,3:196673214-197362682
3,3:196715492-197392628
3,3:196769431-197514467
3,3:197232133-197615307
3,3:197236654-197687013
3,3:197305084-197770591
3,3:197361186-197925886
3,3:197387436-198022430
3,3:197398264-198022430
3,3:197518097-198022430
4,4:1-492945
4,4:1-533985
4,4:1-664571
4,4:124386-683230
4,4:206399-775637
4,4:331603-819986
4,4:419224-926161
4,4:492989-952444
4,4:619373-998316
4,4:666225-1020685
4,4:699537-1107350
4,4:778745-1202750
4,4:843064-1282079
4,4:926175-1333935
4,4:952675-1381837
4,4:1003724-1389780
4,4:1050038-1581980
4,4:1160720-1686029
4,4:1205236-1714282
4,4:1283639-1715349
4,4:1341054-1723085
4,4:1385340-1746898
4,4:1575789-1857974
4,4:1619642-1983934
4,4:1694527-2043630
4,4:1714548-2045697
4,4:1717679-2070816
4,4:1723227-2243891
4,4:1813206-2264021
4,4:1873151-2420390
4,4:1984441-2452087
4,4:2043689-2734292
4,4:2061239-2758103
4,4:2073645-2842825
4,4:2249159-2931803
4,4:2271309-2936586
4,4:2420701-2965112
4,4:2463947-3042474
4,4:2743375-3245676
4,4:2794750-3273465
4,4:2845584-3441640
4,4:2932288-3503200
4,4:2936626-3506184
4,4:2965335-3534286
4,4:3076408-3957146
4,4:3246096-4249950
4,4:3294755-4291896
4,4:3465033-4323513
4,4:3505324-4335909
4,4:3508103-4712665
4,4:3943487-5021199
4,4:4237269-5502725
4,4:4269428-5711275
4,4:4291924-5894785
4,4:4323689-5991545
4,4:4349867-6202318
4,4:5016313-6240044
4,4:5053169-6304992
4,4:5544499-6625089
4,4:5712924-6644472
4,4:5958845-6677774
4,4:6027926-6692246
4,4:6202460-6698897
4,4:6271576-6711607
4,4:6576902-6719387
4,4:6641818-6885897
4,4:6672452-7059679
4,4:6689175-7069924
4,4:6694796-7105112
4,4:6709428-7744554
4,4:6717842-7941653
4,4:6783102-8160559
4,4:6910969-8243530
4,4:7060633-8308838
4,4:7096298-8360065
4,4:7194265-8514337
4,4:7755817-10056560
4,4:7967039-10074643
4,4:8183799-10118573
4,4:8271492-10459034
4,4:8356817-10686489
4,4:8368009-11431389
4,4:9772777-13340281
4,4:10069713-13485989
4,4:10075963-13629347
4,4:10441498-15071777
4,4:10488019-15603180
4,4:11394774-15739936
4,4:13335038-15854853
4,4:13362978-15970932
4,4:13570362-16321763
4,4:15004298-16900432
4,4:15471489-17513857
4,4:15606162-17609595
4,4:15779898-17783135
4,4:15961866-17812381
4,4:16162128-18023499
4,4:16503164-21950422
4,4:17461884-22517677
4,4:17578815-24586173
4,4:17616254-24981826
4,4:17802278-25032501
4,4:17812525-25162204
4,4:20697905-25280714
4,4:22346694-25372005
4,4:24519064-25420120
4,4:24807739-25931435
4,4:25000469-26436541
4,4:25121627-26756973
4,4:25162263-27027003
4,4:25314407-27283847
4,4:25378835-36275842
4,4:25749055-36347378
4,4:26165077-37687998
4,4:26578059-37864558
4,4:26859300-37871599
4,4:27219101-38140796
4,4:35949843-38519677
4,4:36283244-38702663
4,4:37455563-38784611
4,4:37828255-38858438
4,4:37869913-38947360
4,4:37892708-39034542
4,4:38511388-39128477
4,4:38614322-39137228
4,4:38773860-39287430
4,4:38792298-39367995
4,4:38869298-39460568
4,4:38968365-39479273
4,4:39046659-39483525
4,4:39135533-39640710
4,4:39184024-39668264
4,4:39289076-39784412
4,4:39455744-39979576
4,4:39460620-40159872
4,4:39481875-40169451
4,4:39500375-40248587
4,4:39640760-40632892
4,4:39699664-40812002
4,4:39824483-41218731
4,4:40044537-41962589
4,4:40168295-41988476
4,4:40192673-42092474
4,4:40425272-42154895
4,4:40751914-42659122
4,4:40812044-44728612
4,4:41937137-46726625
4,4:41983713-47465736
4,4:41992489-47595503
4,4:42112955-47840123
4,4:42410390-47846356
4,4:44680444-48042188
4,4:46725793-48136273
4,4:47452885-48271881
4,4:47487305-48428229
4,4:47596015-48782339
4,4:47842139-48863834
4,4:47849257-48908954
4,4:48068410-52783003
4,4:48137800-52904648
4,4:48343339-53525502
4,4:48499378-53586998
4,4:48807229-54232242
4,4:48887036-55164414
4,4:52709166-55606881
4,4:52886872-56262014
4,4:53457138-56413305
4,4:53578597-56771200
4,4:53739149-56899529
4,4:54243810-57253666
4,4:55524085-57301781
4,4:56212276-57327534
4,4:56262124-57369839
4,4:56719782-57548065
4,4:56815037-57687908
4,4:57204456-57802010
4,4:57259528-57827539
4,4:57301907-57976551
4,4:57333081-62293939
4,4:57514155-66440046
4,4:57676026-68411324
4,4:57774075-68473055
4,4:57827093-68566897
4,4:57829536-68946670
4,4:62285964-69111438
4,4:66439177-69215807
4,4:68337521-69434245
4,4:68424446-70082484
4,4:68478370-70653679
4,4:68566998-71552533
4,4:69049802-71556267
4,4:69176105-71673032
4,4:69402902-71705662
4,4:70047818-71896631
4,4:70586880-72437804
4,4:71494461-73935472
4,4:71554196-74124515
4,4:71569464-74486348
4,4:71681499-74609433
4,4:71768043-74714781
4,4:72053003-74719872
4,4:73921797-74736959
4,4:73939093-74847841
4,4:74437267-74853914
4,4:74606223-74864496
4,4:74702214-75168816
4,4:74718906-75254468
4,4:74735110-75975325
4,4:74846794-76475683
4,4:74852755-76649709
4,4:74861359-76735382
4,4:74979891-76823724
4,4:75230860-76928641
4,4:75858305-77033955
4,4:76404247-77069668
4,4:76567966-77135046
4,4:76649777-77232752
4,4:76781020-77343021
4,4:76831809-77961537
4,4:76932337-77997158
4,4:77035812-78354542
4,4:77079890-78740769
4,4:77135193-78873944
4,4:77234154-79531597
4,4:77870856-79603853
4,4:77968311-79860592
4,4:78078304-80229952
4,4:78634541-80497614
4,4:78783674-80509284
4,4:79472673-81046608
4,4:79567057-81125483
4,4:79697496-82965397
4,4:79892902-83197753
4,4:80413570-83266693
4,4:80508456-83305180
4,4:80822303-83351294
4,4:81105033-83382244
4,4:82347547-83483510
4,4:83196224-83720010
4,4:83266029-83934079
4,4:83273651-83996971
4,4:83343717-84058228
4,4:83351715-84206067
4,4:83404323-84256306
4,4:83550692-84377009
4,4:83739814-84444501
4,4:83955600-84527028
4,4:84011201-85572491
4,4:84182689-85932430
4,4:84213614-86923823
4,4:84328496-87736324
4,4:84377085-88062206
4,4:84457067-88161466
4,4:85504132-88244058
4,4:85590704-88312538
4,4:86396267-88380606
4,4:87515468-88904562
4,4:87797358-88998929
4,4:88081255-89152474
4,4:88224941-89205921
4,4:88257762-89364263
4,4:88343734-89427314
4,4:88896819-89629693
4,4:88928820-90032549
4,4:89011416-90036050
4,4:89178772-90229161
4,4:89299891-90759466
4,4:89378268-90875780
4,4:89442136-92523064
4,4:89630940-95212443
4,4:90033968-95264027
4,4:90157537-95589377
4,4:90645250-99365012
4,4:90800683-99579780
4,4:91048686-99585701
4,4:95128762-99851788
4,4:95219686-99983964
4,4:95373037-99989276
4,4:99172839-100009952
4,4:99391518-100222513
4,4:99580055-100485189
4,4:99792835-100791311
4,4:99916771-100815647
4,4:99988407-100867883
4,4:99992132-100871545
4,4:100010008-101801283
4,4:100467866-102270040
4,4:100737990-102995969
4,4:100799493-103371167
4,4:100817405-103538459
4,4:100869243-103682151
4,4:101316498-103790053
4,4:101944566-103940896
4,4:102332443-104021040
4,4:103172198-104119566
4,4:103422486-106061776
4,4:103552660-106200973
4,4:103715540-106395238
4,4:103790135-106407237
4,4:103941025-106817143
4,4:104026963-107270383
4,4:106058437-108641608
4,4:106067032-108836203
4,4:106290234-108874613
4,4:106405855-108956331
4,4:106603784-109177992
4,4:106962756-109541616
4,4:108511433-109551568
4,4:108745719-109588976
4,4:108852525-110462052
4,4:108910870-110624739
4,4:108968701-110651233
4,4:109459346-110745893
4,4:109541722-110793471
4,4:109571740-110933422
4,4:110268631-111120355
4,4:110481361-113116412
4,4:110631145-113152752
4,4:110736666-113191203
4,4:110769358-113363776
4,4:110834040-113578748
4,4:110967002-113710034
4,4:113066553-114138326
4,4:113150717-114683083
4,4:113152893-115599380
4,4:113195698-119200978
4,4:113460492-119554884
4,4:113709239-119636588
4,4:114135137-119759838
4,4:114372188-120216672
4,4:115519611-120225600
4,4:119199864-120550146
4,4:119512928-120988229
4,4:119606523-121844025
4,4:119643978-122148621
4,4:120113928-122618268
4,4:120218207-122745087
4,4:120375946-122791652
4,4:120976763-123283913
4,4:121606074-123666098
4,4:122052563-123805867
4,4:122589110-123844123
4,4:122722472-124240605
4,4:122745595-124324910
4,4:123073488-125633887
4,4:123653857-126414087
4,4:123803033-128761888
4,4:123809852-128820350
4,4:123844229-128960866
4,4:124317950-129144086
4,4:125585207-129209984
4,4:126237554-129440549
4,4:128702976-130037795
4,4:128802016-139163503
4,4:128838960-140098372
4,4:128982423-140397763
4,4:129190397-140527853
4,4:129213906-141075338
4,4:129730779-141306880
4,4:138978618-141474924
4,4:139936943-141677274
4,4:140188034-141679075
4,4:140417095-142155851
4,4:140586922-142253772
4,4:141178440-142352438
4,4:141445312-142655140
4,4:141541919-143768585
4,4:141677682-144106014
4,4:142142041-144144983
4,4:142240604-144395721
4,4:142351985-144478639
4,4:142557752-144570458
4,4:142944313-144786225
4,4:143854348-144826716
4,4:144106070-145061904
4,4:144257915-146101313
4,4:144434616-146479231
4,4:144480625-146581187
4,4:144621410-146859787
4,4:144792020-147121152
4,4:144917257-147150208
4,4:145888264-147443123
4,4:146402346-148605381
4,4:146539415-148993931
4,4:146678779-149365850
4,4:147096837-151178609
4,4:147145709-151936879
4,4:147175127-152246784
4,4:148538534-152584784
4,4:148653214-152682175
4,4:148999913-153025872
4,4:150999426-153457253
4,4:151185594-153460415
4,4:152020725-153473516
4,4:152330368-153601317
4,4:152591656-153839615
4,4:153021906-153900848
4,4:153242410-154260472
4,4:153457416-154557863
4,4:153472429-154602332
4,4:153539784-154626851
4,4:153701089-154681387
4,4:153857504-154710272
4,4:154073494-155412930
4,4:154387498-155471587
4,4:154561320-156302498
4,4:154622652-156653501
4,4:154631277-156658214
4,4:154701744-156728743
4,4:155153399-156875069
4,4:155456158-157892546
4,4:156197841-159176563
4,4:156587863-159199828
4,4:156655600-159644548
4,4:156680144-159829201
4,4:156845270-160281321
4,4:157681606-164088073
4,4:159045626-164441691
4,4:159191530-165305202
4,4:159587831-165865089
4,4:159690290-165898820
4,4:160025330-166244308
4,4:164031225-166264312
4,4:164415594-169239958
4,4:164445450-169931426
4,4:165864442-170192256
4,4:165875598-170533780
4,4:165995574-170644824
4,4:166248775-170679104
4,4:169137444-170954182
4,4:169277886-174250845
4,4:170015407-174256276
4,4:170314426-174298683
4,4:170533784-174327531
4,4:170650616-175254531
4,4:170907748-175444305
4,4:174053079-175899331
4,4:174252846-176923815
4,4:174284931-177253396
4,4:174305852-178284097
4,4:175157809-178363657
4,4:175411328-178598280
4,4:175750819-183839089
4,4:176554085-184241930
4,4:177241115-184369351
4,4:178230990-184432249
4,4:178351924-184580378
4,4:178366133-184634745
4,4:183811213-185275130
4,4:184020446-185303460
4,4:184365744-185395734
4,4:184426147-185398458
4,4:184560788-185570663
4,4:184580420-185655287
4,4:185261909-185747972
4,4:185286336-185776905
4,4:185308867-186071536
4,4:185395956-186317053
4,4:185548850-186347139
4,4:185570767-186456766
4,4:185676749-186877806
4,4:185765739-187009223
4,4:186064395-187093821
4,4:186080819-187179625
4,4:186317175-190884359
4,4:186422851-191154276
4,4:186506598-191154276
4,4:186990306-191154276
5,5:1-443258
5,5:1-473213
5,5:1-524447
5,5:196986-693510
5,5:218356-919472
5,5:271736-1112150
5,5:441645-1295184
5,5:443273-1345214
5,5:473351-1524092
5,5:612387-1594735
5,5:710471-1634120
5,5:1050499-1801480
5,5:1253262-1816719
5,5:1317859-5490347
5,5:1456595-6339997
5,5:1568637-6378707
5,5:1594741-6633404
5,5:1798500-6669675
5,5:1801514-6757161
5,5:5420777-7906138
5,5:6310554-8463208
5,5:6371994-9546187
5,5:6599352-10250009
5,5:6633456-10266524
5,5:6714718-10308138
5,5:7851299-10440500
5,5:8450856-10472141
5,5:9035138-10482421
5,5:10226442-10650308
5,5:10250033-10761384
5,5:10275987-14532235
5,5:10353815-14615116
5,5:10441636-14653438
5,5:10479483-14664713
5,5:10564442-14699820
5,5:10679342-14871887
5,5:14143811-16465901
5,5:14581884-16630078
5,5:14652047-16936372
5,5:14661917-17276943
5,5:14664773-17354733
5,5:14704910-17484055
5,5:16451628-17486938
5,5:16473147-17498936
5,5:16665395-20575982
5,5:17065707-21589481
5,5:17353804-24178372
5,5:17444119-31532303
5,5:17486336-31555165
5,5:17498334-32122047
5,5:19473060-32174456
5,5:21341942-32175378
5,5:23951457-32313115
5,5:31400604-32444867
5,5:31532373-32604185
5,5:31639517-32791819
5,5:32124810-33469644
5,5:32174577-34124633
5,5:32227100-34244901
5,5:32354456-34832732
5,5:32531739-34839383
5,5:32689176-34926101
5,5:33440802-34959069
5,5:33986283-35814713
5,5:34164803-35879705
5,5:34656342-36152063
5,5:34837654-36184421
5,5:34905369-36242381
5,5:34929698-36725297
5,5:35617946-37066515
5,5:35852797-37249530
5,5:36098514-37287079
5,5:36152091-37371283
5,5:36192694-37753537
5,5:36606457-39074510
5,5:36876861-39274630
5,5:37106330-39462402
5,5:37286551-40693837
5,5:37288239-40756077
5,5:37379314-40798476
5,5:38845960-40835437
5,5:39105338-40860275
5,5:39371780-41870621
5,5:40679600-41921738
5,5:40714577-41941845
5,5:40759481-42721979
5,5:40825364-42887494
5,5:40841286-43007645
5,5:41730167-43192123
5,5:41904290-43280952
5,5:41925356-43313614
5,5:42423879-43412493
5,5:42756903-43483995
5,5:43006835-43521913
5,5:43014516-43557860
5,5:43192173-43707507
5,5:43289497-44820530
5,5:43376747-44828694
5,5:43444354-45696253
5,5:43486803-45896072
5,5:43526369-49739082
5,5:43571696-50142356
5,5:44809027-52255040
5,5:44826178-52390609
5,5:45259349-52410956
5,5:45890318-52979168
5,5:49692026-53176881
5,5:49961733-53606412
5,5:52083730-53842415
5,5:52285156-54338672
5,5:52391509-54406080
5,5:52856463-54603550
5,5:53176123-54830878
5,5:53179775-55069022
5,5:53813589-55218678
5,5:54317127-55290821
5,5:54398476-55529186
5,5:54552073-55777773
5,5:54603588-55902059
5,5:54921673-56191979
5,5:55147207-56267502
5,5:55230923-56560506
5,5:55395507-57756087
5,5:55753622-57792917
5,5:55807394-59843484
5,5:56111401-60140216
5,5:56205087-60240900
5,5:56469775-60448853
5,5:57749809-60458301
5,5:57787262-60841997
5,5:58264865-61924409
5,5:60047618-64064512
5,5:60169658-64314590
5,5:60240956-64777747
5,5:60453536-64858998
5,5:60628100-64883376
5,5:61601989-65167553
5,5:64013971-65220963
5,5:64064757-65378377
5,5:64444563-65479443
5,5:64813593-66465423
5,5:64859063-66492627
5,5:64885507-67597649
5,5:65220457-68426896
5,5:65222303-68474072
5,5:65435799-68506184
5,5:65892176-68525956
5,5:66478103-68573250
5,5:67511548-68628636
5,5:68389473-68710628
5,5:68462837-69006341
5,5:68485375-69199025
5,5:68513587-69338940
5,5:68530668-69374349
5,5:68576002-69580686
5,5:68646811-69743885
5,5:68788119-69775042
5,5:69194694-70214357
5,5:69321074-70249769
5,5:69345350-70320941
5,5:69515745-70363516
5,5:69711179-70585611
5,5:69758071-70863649
5,5:70196492-70954531
5,5:70220768-71656052
5,5:70264310-71738214
5,5:70330784-71803554
5,5:70435716-72212560
5,5:70751442-72386349
5,5:70883115-72427644
5,5:71515236-72801460
5,5:71735730-72877794
5,5:71738479-73237818
5,5:72112139-74072737
5,5:72251808-74162776
5,5:72416119-74326724
5,5:72794233-74657929
5,5:72848160-74660067
5,5:72921983-74896969
5,5:73923234-74905808
5,5:74073399-75013313
5,5:74323289-75649764
5,5:74632154-76003957
5,5:74659585-76031606
5,5:74664311-76131140
5,5:74904642-76217475
5,5:74969949-76276983
5,5:75378997-76361059
5,5:75699074-76462734
5,5:76011868-76916436
5,5:76114758-77164604
5,5:76145826-77590579
5,5:76248538-77656331
5,5:76325076-77776562
5,5:76367897-78065844
5,5:76506274-78281910
5,5:76986991-78531861
5,5:77296349-78623038
5,5:77638189-78810040
5,5:77656339-78982471
5,5:77781038-79287082
5,5:78073032-79379477
5,5:78293438-79551898
5,5:78532012-79775169
5,5:78668459-79838382
5,5:78907943-79866307
5,5:79275584-80172279
5,5:79287134-80597379
5,5:79407050-80609116
5,5:79703832-81047616
5,5:79778112-81574396
5,5:79852574-81682796
5,5:79922047-82346783
5,5:80256491-82649606
5,5:80597409-82878122
5,5:80708840-85916779
5,5:81267844-86708836
5,5:81575281-87732502
5,5:82345195-88762215
5,5:82348665-89705603
5,5:82767284-89810370
5,5:85913721-90460038
5,5:86563705-90576959
5,5:87485450-90610219
5,5:88013975-90679176
5,5:89688078-93447404
5,5:89754020-94620279
5,5:89811428-94890711
5,5:90575914-94940768
5,5:90598846-94957846
5,5:90664541-95034415
5,5:92953775-95160087
5,5:93488671-95170750
5,5:94799599-95195837
5,5:94890778-95297775
5,5:94955782-96143803
5,5:94982458-96373219
5,5:95049226-96478576
5,5:95170128-96518964
5,5:95187936-96772921
5,5:95220802-98134347
5,5:95860971-98262240
5,5:96149731-98330717
5,5:96427574-99922445
5,5:96496571-100238970
5,5:96519303-101632253
5,5:98104354-102366809
5,5:98190908-102548500
5,5:98264875-102614361
5,5:99871009-102898494
5,5:100142639-107006596
5,5:101569690-107717799
5,5:102089685-108063961
5,5:102421704-108532542
5,5:102594403-108662070
5,5:102884556-108745695
5,5:106712590-109205326
5,5:107194736-110100857
5,5:108063526-110466200
5,5:108083523-110830584
5,5:108572821-111333161
5,5:108670410-111755013
5,5:109025067-112181936
5,5:110073837-112258236
5,5:110427414-112356667
